Brand,Car_Type,Weight_kg,Wheel_Size_in,Engine_Size_L,Car_Age_Years,Tire_Design
BMW,Convertible,1704,19,3.3,3,Wide-Cell Honeycomb
Nissan,Convertible,1110,14,2.7,13,Compact Honeycomb
Chevrolet,Hatchback,1230,21,3.2,1,Dense Texture Honeycomb
Kia,Truck,2757,16,4.7,16,Versatile Honeycomb
Toyota,Truck,2204,17,2.8,20,Versatile Honeycomb
BMW,Hatchback,2528,22,2.5,20,Wide-Cell Honeycomb
Mercedes,Truck,1458,16,3.9,5,Compact Honeycomb
Ford,Van,2858,20,3.2,3,Wide-Cell Honeycomb
Honda,Wagon,2818,16,2.1,18,Versatile Honeycomb
Kia,Coupe,2816,16,1.9,11,Versatile Honeycomb
Hyundai,Sedan,2559,22,1.9,19,Wide-Cell Honeycomb
Chevrolet,Hatchback,1902,22,3.3,12,Wide-Cell Honeycomb
Kia,SUV,2942,14,2.1,15,Versatile Honeycomb
Kia,Coupe,2257,16,4.1,15,Versatile Honeycomb
Mercedes,Convertible,1503,22,4.5,20,Wide-Cell Honeycomb
Toyota,Wagon,2969,19,2.9,19,Wide-Cell Honeycomb
Nissan,Van,2053,17,4.9,10,Versatile Honeycomb
Toyota,Van,1053,18,5.0,9,Wide-Spaced Honeycomb
Nissan,Hatchback,1765,16,3.2,14,Wide-Spaced Honeycomb
Chevrolet,Convertible,1388,19,3.7,5,Wide-Spaced Honeycomb
Hyundai,Truck,2924,20,3.9,12,Wide-Cell Honeycomb
Hyundai,Wagon,1431,17,4.4,17,Compact Honeycomb
Hyundai,Hatchback,2302,21,3.1,9,Wide-Cell Honeycomb
Hyundai,Truck,1549,22,4.5,10,Wide-Cell Honeycomb
Toyota,Van,1846,17,4.0,5,Wide-Spaced Honeycomb
Hyundai,Convertible,2399,15,3.1,20,Versatile Honeycomb
Toyota,Hatchback,2708,18,2.7,5,Wide-Cell Honeycomb
Honda,Sedan,1063,20,3.4,16,Dense Texture Honeycomb
Toyota,Convertible,1642,20,4.4,17,Wide-Cell Honeycomb
BMW,Convertible,2560,18,1.8,15,Wide-Cell Honeycomb
Ford,Truck,1030,21,3.4,16,Dense Texture Honeycomb
Mercedes,Wagon,1325,20,1.6,1,Dense Texture Honeycomb
Toyota,Convertible,2259,19,2.3,14,Wide-Cell Honeycomb
Hyundai,Van,1244,14,2.3,1,Compact Honeycomb
Mercedes,Truck,2904,19,2.7,16,Wide-Cell Honeycomb
Honda,Hatchback,2787,17,3.9,17,Versatile Honeycomb
BMW,Hatchback,2200,17,2.9,10,Versatile Honeycomb
Toyota,Convertible,2857,17,2.8,11,Versatile Honeycomb
Nissan,Truck,1058,18,2.2,9,Wide-Spaced Honeycomb
Audi,SUV,1644,19,1.5,19,Wide-Cell Honeycomb
Mercedes,Sedan,2909,14,3.1,14,Versatile Honeycomb
Nissan,Truck,2975,14,2.6,20,Versatile Honeycomb
Hyundai,Convertible,1180,17,1.5,6,Compact Honeycomb
Ford,Sedan,1053,14,3.3,4,Compact Honeycomb
Hyundai,Truck,2102,14,5.0,9,Versatile Honeycomb
Honda,Truck,1247,19,2.9,10,Wide-Spaced Honeycomb
BMW,Convertible,1168,19,4.4,9,Wide-Spaced Honeycomb
BMW,Convertible,2963,19,2.6,9,Wide-Cell Honeycomb
Honda,Van,2169,18,4.8,8,Wide-Cell Honeycomb
Hyundai,SUV,1453,21,3.3,7,Dense Texture Honeycomb
Hyundai,Convertible,1259,19,3.8,13,Wide-Spaced Honeycomb
Audi,Truck,1985,19,3.8,18,Wide-Cell Honeycomb
Audi,SUV,1713,14,4.8,5,Wide-Spaced Honeycomb
Audi,Coupe,1427,22,4.9,12,Dense Texture Honeycomb
BMW,SUV,2494,21,4.9,15,Wide-Cell Honeycomb
BMW,Hatchback,1510,17,2.1,7,Wide-Spaced Honeycomb
Chevrolet,SUV,1779,19,3.9,3,Wide-Cell Honeycomb
Chevrolet,Truck,2640,19,3.7,8,Wide-Cell Honeycomb
Honda,Hatchback,2031,22,2.0,1,Wide-Cell Honeycomb
Kia,Truck,2057,16,3.0,18,Versatile Honeycomb
Mercedes,Sedan,1578,20,3.9,18,Wide-Cell Honeycomb
Ford,Wagon,2250,16,3.4,6,Versatile Honeycomb
BMW,Wagon,2161,15,2.9,11,Versatile Honeycomb
Honda,Sedan,1964,18,2.5,4,Wide-Cell Honeycomb
Chevrolet,Coupe,1145,20,1.8,2,Dense Texture Honeycomb
Mercedes,Convertible,1893,19,4.8,12,Wide-Cell Honeycomb
Hyundai,Van,2270,14,3.1,8,Versatile Honeycomb
Kia,Coupe,2714,15,2.7,10,Versatile Honeycomb
Honda,Hatchback,1447,18,1.9,13,Wide-Spaced Honeycomb
Audi,Sedan,2660,14,3.3,15,Versatile Honeycomb
Chevrolet,SUV,1287,21,1.5,9,Dense Texture Honeycomb
Toyota,Wagon,1387,17,3.8,18,Compact Honeycomb
Chevrolet,Coupe,2478,16,4.2,3,Versatile Honeycomb
Hyundai,Sedan,1889,16,3.3,20,Wide-Spaced Honeycomb
Honda,Hatchback,1449,20,2.7,3,Dense Texture Honeycomb
Audi,Wagon,1242,18,3.2,1,Wide-Spaced Honeycomb
Hyundai,Truck,1084,15,1.7,20,Compact Honeycomb
Honda,Convertible,2388,17,1.8,10,Versatile Honeycomb
Kia,Wagon,2641,21,2.6,18,Wide-Cell Honeycomb
BMW,Convertible,1755,15,3.0,12,Wide-Spaced Honeycomb
BMW,Truck,1139,15,3.9,6,Compact Honeycomb
Honda,Sedan,2942,18,3.6,12,Wide-Cell Honeycomb
Honda,SUV,1930,21,4.7,14,Wide-Cell Honeycomb
Toyota,Sedan,1177,22,3.8,2,Dense Texture Honeycomb
Nissan,Convertible,1963,17,3.1,10,Wide-Spaced Honeycomb
Audi,Van,2146,16,2.7,19,Versatile Honeycomb
Chevrolet,SUV,2413,16,3.7,18,Versatile Honeycomb
Hyundai,Van,2707,20,2.1,13,Wide-Cell Honeycomb
Kia,Coupe,1875,19,3.2,10,Wide-Cell Honeycomb
Ford,Sedan,2762,17,4.1,7,Versatile Honeycomb
Honda,Convertible,1028,21,3.3,1,Dense Texture Honeycomb
Hyundai,Van,2752,16,1.6,19,Versatile Honeycomb
Chevrolet,Truck,1434,22,4.5,16,Dense Texture Honeycomb
Hyundai,Sedan,2672,14,2.3,5,Versatile Honeycomb
Ford,SUV,1133,15,4.7,4,Compact Honeycomb
Nissan,SUV,2854,16,2.7,2,Versatile Honeycomb
Toyota,Wagon,2786,16,2.1,20,Versatile Honeycomb
Mercedes,Hatchback,2446,18,3.5,10,Wide-Cell Honeycomb
Hyundai,Hatchback,2643,14,2.7,16,Versatile Honeycomb
Mercedes,Hatchback,2842,20,2.9,4,Wide-Cell Honeycomb
Ford,Wagon,1104,21,2.7,19,Dense Texture Honeycomb
Honda,Sedan,1134,16,3.9,2,Compact Honeycomb
Chevrolet,Sedan,2258,14,2.2,5,Versatile Honeycomb
Toyota,Coupe,2253,22,2.2,20,Wide-Cell Honeycomb
Chevrolet,Sedan,2325,21,3.3,1,Wide-Cell Honeycomb
Nissan,Van,1058,17,2.4,8,Compact Honeycomb
Audi,SUV,2970,18,2.0,6,Wide-Cell Honeycomb
Hyundai,Wagon,1765,22,4.1,4,Wide-Cell Honeycomb
Hyundai,Hatchback,1290,22,1.5,18,Dense Texture Honeycomb
Kia,Coupe,1492,15,2.2,5,Compact Honeycomb
Ford,Truck,1108,17,4.2,12,Compact Honeycomb
Honda,Coupe,1731,22,4.4,9,Wide-Cell Honeycomb
Nissan,Van,2766,14,3.2,17,Versatile Honeycomb
Audi,Van,1148,18,1.9,3,Wide-Spaced Honeycomb
Honda,Convertible,2967,16,3.5,17,Versatile Honeycomb
Honda,SUV,1798,16,2.1,13,Wide-Spaced Honeycomb
Nissan,Coupe,1695,20,1.7,8,Wide-Cell Honeycomb
Honda,Van,1415,21,2.1,14,Dense Texture Honeycomb
Kia,Coupe,2293,15,1.8,7,Versatile Honeycomb
Chevrolet,Wagon,1831,14,5.0,2,Wide-Spaced Honeycomb
Mercedes,Truck,1352,20,4.1,20,Dense Texture Honeycomb
Audi,Coupe,1065,16,2.4,6,Compact Honeycomb
Ford,Hatchback,1990,19,1.7,17,Wide-Cell Honeycomb
Chevrolet,Coupe,2738,19,1.7,14,Wide-Cell Honeycomb
Toyota,SUV,1642,17,2.5,3,Wide-Spaced Honeycomb
Mercedes,Hatchback,2283,19,1.5,14,Wide-Cell Honeycomb
Toyota,Convertible,1498,19,2.2,8,Wide-Spaced Honeycomb
Toyota,Hatchback,2666,17,4.2,5,Versatile Honeycomb
Ford,Wagon,2988,17,3.2,9,Versatile Honeycomb
BMW,Hatchback,1966,14,3.3,8,Wide-Spaced Honeycomb
Honda,Sedan,1630,15,4.2,20,Wide-Spaced Honeycomb
Ford,Hatchback,1377,18,2.3,12,Wide-Spaced Honeycomb
Chevrolet,Wagon,1399,15,3.1,13,Compact Honeycomb
Hyundai,SUV,2461,17,1.8,13,Versatile Honeycomb
Hyundai,Truck,2015,20,4.3,16,Wide-Cell Honeycomb
BMW,Truck,2523,18,2.5,12,Wide-Cell Honeycomb
Audi,Van,3000,19,3.8,16,Wide-Cell Honeycomb
BMW,Convertible,2004,20,4.5,15,Wide-Cell Honeycomb
BMW,Truck,2107,18,3.8,16,Wide-Cell Honeycomb
Nissan,Truck,2923,16,3.3,5,Versatile Honeycomb
BMW,Wagon,1622,14,2.1,13,Wide-Spaced Honeycomb
Mercedes,Van,1561,22,3.1,14,Wide-Cell Honeycomb
Ford,Coupe,1456,17,2.8,20,Compact Honeycomb
Nissan,Coupe,1197,22,2.1,12,Dense Texture Honeycomb
Honda,Coupe,2435,17,3.2,19,Versatile Honeycomb
Hyundai,Convertible,2793,14,3.9,3,Versatile Honeycomb
Mercedes,Hatchback,1256,18,1.9,14,Wide-Spaced Honeycomb
Honda,Sedan,2604,16,2.1,19,Versatile Honeycomb
Kia,SUV,1302,22,2.6,11,Dense Texture Honeycomb
Hyundai,Wagon,1251,20,1.9,16,Dense Texture Honeycomb
Kia,Wagon,1063,14,4.5,3,Compact Honeycomb
Toyota,Sedan,2029,14,3.2,14,Versatile Honeycomb
Nissan,Convertible,2854,18,4.4,4,Wide-Cell Honeycomb
Chevrolet,Coupe,1859,17,3.5,4,Wide-Spaced Honeycomb
Toyota,Coupe,1500,14,3.9,12,Wide-Spaced Honeycomb
Kia,Wagon,1235,22,1.7,6,Dense Texture Honeycomb
Kia,Wagon,1599,15,3.0,20,Wide-Spaced Honeycomb
Hyundai,Van,1748,14,1.9,9,Wide-Spaced Honeycomb
Hyundai,Sedan,2211,19,2.3,4,Wide-Cell Honeycomb
Audi,Coupe,1730,14,1.9,9,Wide-Spaced Honeycomb
Kia,Wagon,2010,17,3.1,16,Versatile Honeycomb
BMW,SUV,1781,15,2.0,17,Wide-Spaced Honeycomb
Nissan,SUV,1435,22,3.0,14,Dense Texture Honeycomb
Honda,Sedan,1469,19,3.8,13,Wide-Spaced Honeycomb
Toyota,Convertible,2639,14,4.7,13,Versatile Honeycomb
Mercedes,Van,2244,20,2.7,11,Wide-Cell Honeycomb
Chevrolet,Van,2381,22,4.5,10,Wide-Cell Honeycomb
Audi,Sedan,2305,20,4.1,15,Wide-Cell Honeycomb
Nissan,Convertible,1933,16,3.7,16,Wide-Spaced Honeycomb
Ford,Convertible,2995,18,1.6,18,Wide-Cell Honeycomb
Ford,Wagon,2527,17,2.6,17,Versatile Honeycomb
Ford,Wagon,1936,20,3.4,20,Wide-Cell Honeycomb
Mercedes,Coupe,1789,18,4.6,17,Wide-Cell Honeycomb
Audi,Wagon,2515,16,2.7,13,Versatile Honeycomb
BMW,Wagon,2852,19,4.0,1,Wide-Cell Honeycomb
Kia,Sedan,1144,20,1.7,4,Dense Texture Honeycomb
Honda,Hatchback,1218,19,3.1,8,Wide-Spaced Honeycomb
BMW,Coupe,1667,22,1.5,5,Wide-Cell Honeycomb
Nissan,Sedan,2403,20,4.0,13,Wide-Cell Honeycomb
Hyundai,Hatchback,2624,14,1.5,19,Versatile Honeycomb
Ford,SUV,1544,20,4.1,2,Wide-Cell Honeycomb
Kia,Van,1035,17,4.5,14,Compact Honeycomb
Honda,Truck,2526,16,2.6,18,Versatile Honeycomb
Chevrolet,Sedan,2735,20,1.7,20,Wide-Cell Honeycomb
Chevrolet,Truck,2957,22,4.8,9,Wide-Cell Honeycomb
Hyundai,Hatchback,1204,16,2.1,8,Compact Honeycomb
Chevrolet,Van,2058,22,2.4,4,Wide-Cell Honeycomb
Kia,Truck,1068,21,2.0,5,Dense Texture Honeycomb
Honda,Wagon,2371,15,3.4,8,Versatile Honeycomb
Mercedes,Convertible,1243,18,2.6,11,Wide-Spaced Honeycomb
Audi,Wagon,2793,15,1.7,1,Versatile Honeycomb
Audi,SUV,1196,20,2.0,3,Dense Texture Honeycomb
Nissan,Wagon,2334,18,4.1,10,Wide-Cell Honeycomb
Nissan,Convertible,1636,16,4.9,4,Wide-Spaced Honeycomb
Hyundai,SUV,2442,14,4.3,1,Versatile Honeycomb
Ford,Van,2802,21,2.7,1,Wide-Cell Honeycomb
BMW,Convertible,2575,16,3.8,14,Versatile Honeycomb
Chevrolet,Van,1237,19,1.7,6,Wide-Spaced Honeycomb
Ford,Sedan,1988,18,3.0,7,Wide-Cell Honeycomb
Toyota,Truck,2055,19,4.0,6,Wide-Cell Honeycomb
Chevrolet,Sedan,2757,22,2.4,17,Wide-Cell Honeycomb
Audi,Hatchback,2435,15,3.6,15,Versatile Honeycomb
Kia,Hatchback,2386,22,2.5,18,Wide-Cell Honeycomb
Toyota,Van,2652,18,2.7,4,Wide-Cell Honeycomb
Honda,Coupe,1726,20,2.9,13,Wide-Cell Honeycomb
Kia,Convertible,2957,16,2.5,2,Versatile Honeycomb
Honda,SUV,2376,17,4.4,10,Versatile Honeycomb
Nissan,SUV,1681,15,4.9,19,Wide-Spaced Honeycomb
Kia,Van,1018,20,4.7,20,Dense Texture Honeycomb
Ford,Van,1446,19,4.8,11,Wide-Spaced Honeycomb
Chevrolet,Truck,1085,21,2.5,17,Dense Texture Honeycomb
Hyundai,Sedan,1032,17,3.2,17,Compact Honeycomb
Kia,Van,1582,16,1.8,6,Wide-Spaced Honeycomb
Mercedes,Sedan,1640,19,5.0,6,Wide-Cell Honeycomb
Mercedes,Sedan,1233,17,1.8,2,Compact Honeycomb
Toyota,Wagon,1064,16,2.0,1,Compact Honeycomb
Ford,Sedan,2075,22,4.0,20,Wide-Cell Honeycomb
Hyundai,Sedan,1990,17,2.2,7,Wide-Spaced Honeycomb
Nissan,Coupe,1808,22,3.8,2,Wide-Cell Honeycomb
Kia,SUV,1218,21,4.3,13,Dense Texture Honeycomb
Kia,Truck,2105,19,4.4,1,Wide-Cell Honeycomb
Kia,Coupe,2052,17,3.5,4,Versatile Honeycomb
Audi,Hatchback,1260,15,2.6,2,Compact Honeycomb
Mercedes,SUV,2971,15,2.1,4,Versatile Honeycomb
Nissan,Wagon,1635,21,1.6,17,Wide-Cell Honeycomb
Kia,Sedan,1968,16,2.4,1,Wide-Spaced Honeycomb
Mercedes,Coupe,1722,18,4.0,6,Wide-Cell Honeycomb
Hyundai,Hatchback,2752,16,1.9,1,Versatile Honeycomb
BMW,Truck,1697,18,3.2,8,Wide-Cell Honeycomb
Kia,Hatchback,2087,15,4.3,10,Versatile Honeycomb
Audi,Van,2103,17,4.5,18,Versatile Honeycomb
Audi,Truck,2194,21,3.1,16,Wide-Cell Honeycomb
Chevrolet,Hatchback,2529,19,1.9,7,Wide-Cell Honeycomb
Kia,Truck,2730,22,3.7,10,Wide-Cell Honeycomb
Hyundai,Convertible,1519,22,4.6,19,Wide-Cell Honeycomb
Kia,Convertible,2896,19,3.1,4,Wide-Cell Honeycomb
BMW,Hatchback,2188,19,3.7,18,Wide-Cell Honeycomb
Chevrolet,Truck,1380,14,2.5,12,Compact Honeycomb
Kia,Hatchback,2533,17,2.7,3,Versatile Honeycomb
BMW,Van,1796,14,3.4,17,Wide-Spaced Honeycomb
Chevrolet,Wagon,1938,22,4.2,9,Wide-Cell Honeycomb
Honda,SUV,2168,22,2.9,5,Wide-Cell Honeycomb
Honda,Coupe,2665,22,2.1,14,Wide-Cell Honeycomb
Kia,Hatchback,1213,20,2.0,18,Dense Texture Honeycomb
Nissan,Sedan,1271,20,2.7,8,Dense Texture Honeycomb
Honda,Truck,2936,14,2.6,17,Versatile Honeycomb
Mercedes,SUV,1162,17,2.4,1,Compact Honeycomb
Kia,Convertible,1827,22,2.5,12,Wide-Cell Honeycomb
Chevrolet,Truck,2529,18,2.6,17,Wide-Cell Honeycomb
Honda,Wagon,2249,16,3.5,8,Versatile Honeycomb
Honda,Coupe,2560,17,3.8,12,Versatile Honeycomb
Chevrolet,Truck,2365,22,3.4,1,Wide-Cell Honeycomb
Honda,Convertible,2625,22,1.6,3,Wide-Cell Honeycomb
Honda,Wagon,1536,19,1.8,15,Wide-Cell Honeycomb
Hyundai,Coupe,2262,14,3.6,9,Versatile Honeycomb
Nissan,Coupe,1545,21,4.0,3,Wide-Cell Honeycomb
Toyota,Coupe,1653,19,4.7,6,Wide-Cell Honeycomb
Kia,Wagon,2570,22,2.2,15,Wide-Cell Honeycomb
Toyota,Coupe,1387,19,4.0,19,Wide-Spaced Honeycomb
Chevrolet,Convertible,2523,22,4.5,15,Wide-Cell Honeycomb
Chevrolet,Coupe,1453,14,2.4,9,Compact Honeycomb
Toyota,Wagon,2760,15,2.4,10,Versatile Honeycomb
Honda,Coupe,1782,15,1.8,2,Wide-Spaced Honeycomb
Hyundai,Convertible,1298,22,4.3,2,Dense Texture Honeycomb
Audi,SUV,2293,19,1.6,4,Wide-Cell Honeycomb
Ford,Wagon,2232,20,1.8,5,Wide-Cell Honeycomb
Mercedes,Truck,2620,21,4.0,15,Wide-Cell Honeycomb
BMW,Van,1675,15,3.8,11,Wide-Spaced Honeycomb
Ford,Wagon,2042,21,4.1,10,Wide-Cell Honeycomb
Kia,Convertible,2202,14,1.9,17,Versatile Honeycomb
Nissan,SUV,2457,21,4.3,14,Wide-Cell Honeycomb
Kia,Sedan,2604,22,2.8,20,Wide-Cell Honeycomb
Audi,Convertible,2597,18,3.0,6,Wide-Cell Honeycomb
Kia,Hatchback,2299,14,4.5,8,Versatile Honeycomb
Hyundai,Wagon,1108,18,1.5,5,Wide-Spaced Honeycomb
Chevrolet,SUV,1308,19,4.6,17,Wide-Spaced Honeycomb
Hyundai,Hatchback,1228,16,1.6,15,Compact Honeycomb
Hyundai,SUV,1082,21,4.0,4,Dense Texture Honeycomb
Kia,Convertible,2502,22,4.2,1,Wide-Cell Honeycomb
Toyota,Truck,2407,22,1.7,6,Wide-Cell Honeycomb
Nissan,Sedan,2600,17,4.0,15,Versatile Honeycomb
Ford,Convertible,1404,14,2.8,2,Compact Honeycomb
Audi,Van,1435,21,2.4,14,Dense Texture Honeycomb
Honda,SUV,1271,14,4.6,16,Compact Honeycomb
Mercedes,Sedan,1327,16,2.7,18,Compact Honeycomb
Mercedes,SUV,1772,15,3.8,3,Wide-Spaced Honeycomb
Hyundai,Coupe,2196,20,3.2,13,Wide-Cell Honeycomb
Chevrolet,Truck,2180,16,2.1,17,Versatile Honeycomb
Honda,Wagon,2236,21,4.8,11,Wide-Cell Honeycomb
Nissan,Truck,2668,22,2.5,5,Wide-Cell Honeycomb
Ford,Sedan,2384,17,3.3,12,Versatile Honeycomb
BMW,Hatchback,2426,18,3.8,10,Wide-Cell Honeycomb
Audi,Sedan,2540,22,4.7,4,Wide-Cell Honeycomb
Kia,Convertible,1876,14,3.3,13,Wide-Spaced Honeycomb
Kia,Wagon,2252,15,5.0,6,Versatile Honeycomb
Ford,Convertible,1328,15,4.8,5,Compact Honeycomb
Ford,SUV,2750,20,3.6,16,Wide-Cell Honeycomb
Chevrolet,Truck,1456,14,4.6,10,Compact Honeycomb
Kia,Hatchback,2672,19,2.0,8,Wide-Cell Honeycomb
Honda,SUV,1736,20,4.0,6,Wide-Cell Honeycomb
BMW,Coupe,1703,20,4.8,11,Wide-Cell Honeycomb
Hyundai,Hatchback,2463,21,2.7,13,Wide-Cell Honeycomb
Chevrolet,SUV,1192,20,4.6,7,Dense Texture Honeycomb
Mercedes,Hatchback,1726,15,1.9,15,Wide-Spaced Honeycomb
Ford,Hatchback,2224,17,4.7,2,Versatile Honeycomb
Honda,SUV,1233,19,2.1,13,Wide-Spaced Honeycomb
Audi,Wagon,1695,19,2.1,11,Wide-Cell Honeycomb
Honda,Sedan,1880,18,3.3,11,Wide-Cell Honeycomb
Honda,Wagon,2151,21,2.4,20,Wide-Cell Honeycomb
Mercedes,Hatchback,1822,17,3.3,14,Wide-Spaced Honeycomb
BMW,Convertible,1369,19,1.6,3,Wide-Spaced Honeycomb
Audi,Wagon,1782,19,2.9,17,Wide-Cell Honeycomb
Nissan,Coupe,2686,21,4.1,19,Wide-Cell Honeycomb
Chevrolet,Van,1311,16,1.7,5,Compact Honeycomb
Chevrolet,Van,2232,21,3.5,5,Wide-Cell Honeycomb
BMW,Sedan,1198,17,2.8,14,Compact Honeycomb
Chevrolet,Sedan,1729,18,3.5,20,Wide-Cell Honeycomb
Nissan,Wagon,2314,17,1.8,16,Versatile Honeycomb
Ford,SUV,2757,16,3.7,20,Versatile Honeycomb
Nissan,Hatchback,2890,16,4.9,15,Versatile Honeycomb
Mercedes,Coupe,1241,20,4.6,9,Dense Texture Honeycomb
Ford,Hatchback,1409,15,1.6,13,Compact Honeycomb
Audi,Truck,2588,20,4.7,5,Wide-Cell Honeycomb
Chevrolet,SUV,2317,22,4.1,7,Wide-Cell Honeycomb
BMW,Hatchback,1696,21,2.6,6,Wide-Cell Honeycomb
Kia,Van,2658,18,3.3,14,Wide-Cell Honeycomb
Toyota,Coupe,2802,20,3.3,4,Wide-Cell Honeycomb
BMW,Convertible,2670,22,2.0,5,Wide-Cell Honeycomb
BMW,Coupe,1682,15,3.1,16,Wide-Spaced Honeycomb
Hyundai,Hatchback,1291,19,2.3,12,Wide-Spaced Honeycomb
Hyundai,Van,1731,16,2.2,16,Wide-Spaced Honeycomb
Nissan,Sedan,1928,16,2.1,9,Wide-Spaced Honeycomb
Toyota,SUV,1237,21,4.6,17,Dense Texture Honeycomb
Toyota,Wagon,1202,17,2.4,16,Compact Honeycomb
Audi,Hatchback,1952,21,3.6,10,Wide-Cell Honeycomb
Chevrolet,Sedan,2248,21,4.1,7,Wide-Cell Honeycomb
BMW,SUV,2952,14,2.7,5,Versatile Honeycomb
Chevrolet,Hatchback,1164,14,4.1,9,Compact Honeycomb
Toyota,Coupe,1304,17,1.6,4,Compact Honeycomb
Audi,Convertible,2580,20,3.8,12,Wide-Cell Honeycomb
Honda,Convertible,1411,17,1.5,6,Compact Honeycomb
Audi,Hatchback,2833,14,2.2,3,Versatile Honeycomb
BMW,Hatchback,1235,17,3.3,8,Compact Honeycomb
Hyundai,Truck,1175,14,3.0,18,Compact Honeycomb
Hyundai,Hatchback,2807,14,3.3,12,Versatile Honeycomb
Hyundai,Wagon,2728,22,4.6,14,Wide-Cell Honeycomb
Audi,Van,2684,20,2.4,19,Wide-Cell Honeycomb
BMW,Van,1082,19,3.9,2,Wide-Spaced Honeycomb
Hyundai,Sedan,2036,20,2.5,9,Wide-Cell Honeycomb
Honda,Sedan,1909,14,1.9,1,Wide-Spaced Honeycomb
Ford,Sedan,2217,19,4.1,16,Wide-Cell Honeycomb
Nissan,Hatchback,2221,15,2.3,17,Versatile Honeycomb
BMW,Convertible,2643,16,4.9,6,Versatile Honeycomb
Audi,Convertible,1351,15,2.3,1,Compact Honeycomb
Audi,Sedan,2614,22,3.0,20,Wide-Cell Honeycomb
Toyota,Sedan,1412,19,4.5,4,Wide-Spaced Honeycomb
Chevrolet,Wagon,1065,22,4.9,13,Dense Texture Honeycomb
Toyota,Convertible,2466,19,4.5,1,Wide-Cell Honeycomb
Ford,Van,1231,16,2.7,16,Compact Honeycomb
Chevrolet,Coupe,1480,20,4.9,1,Dense Texture Honeycomb
Toyota,Sedan,1948,14,2.2,9,Wide-Spaced Honeycomb
Audi,SUV,2661,21,4.6,16,Wide-Cell Honeycomb
Ford,Truck,1093,16,1.6,5,Compact Honeycomb
Honda,SUV,1343,18,2.5,8,Wide-Spaced Honeycomb
Ford,Wagon,2094,18,1.5,19,Wide-Cell Honeycomb
Hyundai,Convertible,1108,20,1.6,3,Dense Texture Honeycomb
Ford,SUV,2058,16,1.7,1,Versatile Honeycomb
Kia,Coupe,1021,17,4.3,3,Compact Honeycomb
Mercedes,Wagon,1666,19,4.0,6,Wide-Cell Honeycomb
Audi,Truck,2523,17,1.9,3,Versatile Honeycomb
Hyundai,Van,1523,19,4.5,6,Wide-Cell Honeycomb
Hyundai,Convertible,1962,20,2.1,8,Wide-Cell Honeycomb
Nissan,Wagon,2780,16,2.1,5,Versatile Honeycomb
Chevrolet,Wagon,1987,14,4.9,18,Wide-Spaced Honeycomb
Nissan,Sedan,2194,15,4.3,19,Versatile Honeycomb
Honda,Coupe,1997,22,2.5,4,Wide-Cell Honeycomb
Honda,Convertible,1355,20,4.5,14,Dense Texture Honeycomb
Mercedes,Coupe,2019,18,3.9,13,Wide-Cell Honeycomb
Chevrolet,Wagon,2831,14,3.7,1,Versatile Honeycomb
Mercedes,Sedan,1346,21,3.3,10,Dense Texture Honeycomb
Toyota,Convertible,1557,21,4.2,5,Wide-Cell Honeycomb
Ford,Wagon,2516,19,4.4,11,Wide-Cell Honeycomb
Hyundai,Coupe,2715,18,4.2,18,Wide-Cell Honeycomb
Toyota,Convertible,1071,14,3.5,20,Compact Honeycomb
Chevrolet,Van,1347,15,4.5,18,Compact Honeycomb
Kia,Truck,2542,17,4.2,5,Versatile Honeycomb
Nissan,Sedan,1982,18,4.0,13,Wide-Cell Honeycomb
BMW,Sedan,2642,20,2.8,9,Wide-Cell Honeycomb
Chevrolet,Truck,2683,21,4.1,5,Wide-Cell Honeycomb
Mercedes,SUV,1382,17,1.9,11,Compact Honeycomb
Kia,Truck,2717,17,1.7,14,Versatile Honeycomb
BMW,Truck,1428,21,2.1,1,Dense Texture Honeycomb
Ford,Convertible,1603,14,3.1,5,Wide-Spaced Honeycomb
Hyundai,Hatchback,1296,14,1.7,18,Compact Honeycomb
Honda,Convertible,1508,21,3.7,18,Wide-Cell Honeycomb
Chevrolet,SUV,1034,19,1.9,1,Wide-Spaced Honeycomb
Toyota,Truck,1527,21,2.6,13,Wide-Cell Honeycomb
Hyundai,Coupe,2851,21,3.7,9,Wide-Cell Honeycomb
Kia,Van,1479,15,3.9,11,Compact Honeycomb
Chevrolet,Truck,2907,17,4.6,3,Versatile Honeycomb
Toyota,Van,1760,19,2.2,14,Wide-Cell Honeycomb
Audi,Truck,2478,21,1.6,12,Wide-Cell Honeycomb
Honda,SUV,1980,16,4.8,2,Wide-Spaced Honeycomb
Audi,Truck,1138,22,3.0,2,Dense Texture Honeycomb
BMW,Van,1916,15,1.8,1,Wide-Spaced Honeycomb
Toyota,Hatchback,1246,16,2.1,5,Compact Honeycomb
Chevrolet,Coupe,1853,18,1.9,6,Wide-Cell Honeycomb
Kia,Van,2896,19,2.9,10,Wide-Cell Honeycomb
Nissan,Wagon,2333,15,2.5,10,Versatile Honeycomb
BMW,Truck,1645,16,4.5,5,Wide-Spaced Honeycomb
BMW,SUV,1740,15,2.6,12,Wide-Spaced Honeycomb
Chevrolet,Sedan,1139,16,3.7,9,Compact Honeycomb
Kia,Truck,1698,16,2.5,2,Wide-Spaced Honeycomb
Kia,Van,1885,14,2.1,15,Wide-Spaced Honeycomb
Honda,Wagon,1387,18,3.0,3,Wide-Spaced Honeycomb
Kia,SUV,1198,17,2.3,2,Compact Honeycomb
